t,scenario,fallow,V,Vtilde,tau_star,d_star,Vtilde_prime,delta_Vtilde,stocking_resid
363.175,baseline,optimal_fallow,107315.83635604758,107366.02966486955,313.60709876543206,0.0,-0.5316614989365114,14.707675296557474,-15.239336795493985
0.0,baseline,no_fallow,107312.92467381715,107365.05938263399,315.43209876543204,0.0,-1.3462708870205735,14.70754238118274,-16.053813268203314
1.825,baseline,no_fallow,107309.43578743479,107362.60243826518,316.3547734860571,0.0,-1.3462708870205735,14.707205813460986,-16.05347670048156
3.65,baseline,no_fallow,107305.94690105245,107360.14549389636,317.2774482066822,0.0,-1.3462708870205735,14.70686924573923,-16.053140132759804
5.475,baseline,no_fallow,107302.24302630313,107357.30038045524,318.1893201375078,0.0,-1.7469296300194501,14.706479504171952,-16.453409134191403
7.3,baseline,no_fallow,107298.34916183414,107354.11223388046,319.0916454168828,0.0,-1.7469296300194501,14.706042771764448,-16.4529724017839
9.125,baseline,no_fallow,107294.41762005903,107350.8662405674,320.02510355432264,0.0,-2.260418484916141,14.70559811514622,-16.96601660006236
10.95,baseline,no_fallow,107289.91338323064,107346.74097683241,321.4317811343494,0.0,-2.260418484916141,14.705033010524991,-16.965451495441133
12.775,baseline,no_fallow,107285.40914640225,107342.61571309745,322.83845871437615,0.0,-2.260418484916141,14.704467905903762,-16.964886390819903
14.6,baseline,no_fallow,107280.7816758861,107338.17611234804,323.7124539951599,0.0,-2.551072573613445,14.703859741417542,-17.254932315030988
16.425,baseline,no_fallow,107276.06948220963,107333.5204049012,324.220230195214,0.0,-2.551072573613445,14.703221973274138,-17.254294546887582
18.25,baseline,no_fallow,107271.28111482284,107328.7561438587,324.7749450741581,0.0,-3.032872094001663,14.702569334775166,-17.73544142877683
20.075,baseline,no_fallow,107265.95191409279,107323.22115228715,325.6629245732206,0.0,-3.032872094001663,14.701811116751667,-17.73468321075333
21.9,baseline,no_fallow,107260.62271336274,107317.68616071559,326.5509040722831,0.0,-3.032872094001663,14.701052898728165,-17.73392499272983
23.725,baseline,no_fallow,107255.01183152954,107311.76322573313,327.27500258470974,0.0,-3.3577458731078593,14.700241537771664,-18.057987410879523
25.55,baseline,no_fallow,107249.25213703807,107305.6353395147,327.91252246268726,0.0,-3.3577458731078593,14.699402101303386,-18.057147974411244
27.375,baseline,no_fallow,107243.36729432459,107299.36134669068,328.47088066749836,0.0,-3.7900613088405164,14.698542650231602,-18.48860395907212
29.2,baseline,no_fallow,107236.93179943433,107292.44448480205,328.68092751037744,0.0,-3.7900613088405164,14.697595134904393,-18.48765644374491
31.025,baseline,no_fallow,107230.49630454407,107285.52762291342,328.8909743532565,0.0,-3.7900613088405164,14.696647619577183,-18.4867089284177
32.85,baseline,no_fallow,107223.34401688277,107277.79223045905,328.9506172839506,0.0,-4.416428581629132,14.695587976775213,-19.112016558404346
34.675,baseline,no_fallow,107215.90748381226,107269.73224829757,328.95061728395063,0.0,-4.416428581629132,14.694483869629806,-19.11091245125894
36.5,baseline,no_fallow,107208.24579944518,107261.40112227797,328.9853541412132,0.0,-5.018145088742048,14.693342619490135,-19.711487708232184
38.325,baseline,no_fallow,107199.89740362362,107252.24300749101,329.1260384131265,0.0,-5.018145088742048,14.692088083217948,-19.710233171959995
40.15,baseline,no_fallow,107191.54900780204,107243.08489270405,329.2667226850397,0.0,-5.018145088742048,14.690833546945763,-19.70897863568781
41.975,baseline,no_fallow,107182.6199169195,107233.28345868144,329.3116501042824,0.0,-5.47136411973557,14.689490884750885,-20.160855004486457
43.8,baseline,no_fallow,107173.52491316242,107223.29821916293,329.3292184227621,0.0,-5.47136411973557,14.688123043720951,-20.15948716345652
45.625,baseline,no_fallow,107164.15076749738,107212.97998081055,329.3696761271976,0.0,-6.0625510905191975,14.686709586412405,-20.749260676931602
47.45,baseline,no_fallow,107154.15134395855,107201.91582507035,329.4614060561739,0.0,-6.0625510905191975,14.685193948639775,-20.74774503915897
49.275,baseline,no_fallow,107144.15192041971,107190.85166933015,329.5531359851503,0.0,-6.0625510905191975,14.683678310867146,-20.746229401386344
51.1,baseline,no_fallow,107133.66826892864,107179.29547943188,329.46411323345075,0.0,-6.383701507959505,14.682095271155054,-21.06579677911456
52.925,baseline,no_fallow,107123.09204444669,107167.64522417985,329.34053482221026,0.0,-6.383701507959505,14.680499345778063,-21.064200853737567
54.75,baseline,no_fallow,107112.20700251765,107155.63215733317,329.2217963162893,0.0,-6.920463867176308,14.678853720182627,-21.599317587358936
56.575,baseline,no_fallow,107100.79697092855,107143.00231077557,329.1112856494116,0.0,-6.920463867176308,14.677123604215833,-21.597587471392142
58.4,baseline,no_fallow,107089.38693933944,107130.37246421797,329.000774982534,0.0,-6.920463867176308,14.675393488249039,-21.59585735542535
60.225,baseline,no_fallow,107077.39998297971,107117.0267002188,328.96206775310475,0.0,-7.355737372660616,14.673565301399838,-22.029302674060453
62.05,baseline,no_fallow,107065.34980198757,107103.60247951369,328.9312293935329,0.0,-7.355737372660616,14.671726367056673,-22.027463739717287
63.875,baseline,no_fallow,107053.01997661659,107089.88375888029,328.79902335284527,0.0,-7.729193250425805,14.669847090257575,-22.399040340683378
65.7,baseline,no_fallow,107040.3226186334,107075.77798119826,328.5335912169771,0.0,-7.729193250425805,14.66791479194497,-22.397108042370775
67.525,baseline,no_fallow,107027.62526065022,107061.67220351624,328.2681590811089,0.0,-7.729193250425805,14.665982493632363,-22.395175744058168
69.35,baseline,no_fallow,107014.28305523677,107046.84156615069,327.89820474972026,0.0,-8.14165292282101,14.663950899472699,-22.80560382229371
71.175,baseline,no_fallow,107000.91604799908,107031.98304956654,327.52423033388857,0.0,-8.14165292282101,14.661915486241993,-22.803568409063004
73.0,baseline,no_fallow,106987.3146961185,107016.82886444968,327.1533721251782,0.0,-8.469723486517227,14.659839570472561,-23.129563056989788
74.825,baseline,no_fallow,106973.47314097895,107001.37161908679,326.7857080287671,0.0,-8.469723486517227,14.657722139600931,-23.12744562611816
76.65,baseline,no_fallow,106959.62524688314,106985.9053035155,326.4185452686558,0.0,-8.671007563127793,14.655603466235002,-23.326611029362795
78.475,baseline,no_fallow,106945.5269640146,106970.08071471279,326.0711852923893,0.0,-8.671007563127793,14.65343571434422,-23.324443277472014
80.3,baseline,no_fallow,106931.42868114605,106954.25612591008,325.72382531612277,0.0,-8.671007563127793,14.651267962453437,-23.32227552558123
82.125,baseline,no_fallow,106917.3217156726,106938.40660767499,325.34363280425964,0.0,-8.695595496437651,14.649096795571918,-23.34469229200957
83.95,baseline,no_fallow,106903.20780411524,106922.53714589399,324.93717426391925,0.0,-8.695595496437651,14.64692289669781,-23.34251839313546
85.775,baseline,no_fallow,106889.0890480049,106906.64257780666,324.5465707168216,0.0,-8.854782252818813,14.644745558603654,-23.499527811422467
87.6,baseline,no_fallow,106874.91907804858,106890.48260019526,324.32357709829,0.0,-8.854782252818813,14.642531863040448,-23.49731411585926
89.425,baseline,no_fallow,106860.74910809226,106874.32262258387,324.1005834797584,0.0,-8.854782252818813,14.640318167477245,-23.49510042029606
91.25,baseline,no_fallow,106846.83583077704,106858.46817018282,323.77969160364927,0.0,-8.583576312671328,14.63814632468258,-23.221722637353906
93.075,baseline,no_fallow,106833.08170289928,106842.8031434122,323.398102807842,0.0,-8.583576312671328,14.636000430604412,-23.219576743275738
94.9,baseline,no_fallow,106819.40145182748,106827.21638904876,323.00414477980183,0.0,-8.294075628573232,14.633865258773804,-22.927940887347035
96.725,baseline,no_fallow,106806.14599239,106812.07970102661,322.53906366642263,0.0,-8.294075628573232,14.63179173986666,-22.925867368439892
98.55,baseline,no_fallow,106792.89053295253,106796.94301300446,322.07398255304344,0.0,-8.294075628573232,14.629718220959518,-22.92379384953275
100.375,baseline,no_fallow,106780.06988922002,106782.21810396745,321.6200079585025,0.0,-7.961780756393763,14.627701110132529,-22.58948186652629
102.2,baseline,no_fallow,106767.45479472987,106767.68785408702,321.1712837183216,0.0,-7.961780756393763,14.62571066494343,-22.58749142133719
104.025,baseline,no_fallow,106755.00370389908,106753.30074496387,320.7420666824495,0.0,-7.588069190307072,14.623739828077245,-22.211809018384315
105.85,baseline,no_fallow,106743.17003860952,106739.45251869156,320.38628853338713,0.0,-7.588069190307072,14.621842810779667,-22.20991200108674
107.675,baseline,no_fallow,106731.33637331995,106725.60429241924,320.03051038432477,0.0,-7.588069190307072,14.61994579348209,-22.208014983789162
109.5,baseline,no_fallow,106720.11073342549,106712.43695273572,319.57634366139763,0.0,-7.084399658875644,14.618142048319964,-21.702541707195607
111.325,baseline,no_fallow,106709.09790241932,106699.50792335827,319.08774093761787,0.0,-7.084399658875644,14.616370948405244,-21.700770607280887
113.15,baseline,no_fallow,106698.35927424145,106686.86811705607,318.5830268098553,0.0,-6.500911013910832,14.614639468089875,-21.115550482000707
114.975,baseline,no_fallow,106688.35600819396,106675.0039544557,318.0351048259571,0.0,-6.500911013910832,14.613014240336398,-21.113925254247228
116.8,baseline,no_fallow,106678.3527421465,106663.1397918553,317.4871828420588,0.0,-6.500911013910832,14.611389012582919,-21.11230002649375
118.625,baseline,no_fallow,106669.21274468374,106652.12931079736,316.9473915388838,0.0,-5.91799674678421,14.60988072750649,-20.527877474290698
120.45,baseline,no_fallow,106660.28524410338,106641.32896673448,316.4096016340406,0.0,-5.91799674678421,14.608401228319794,-20.526397975104004
122.275,baseline,no_fallow,106651.71548317446,106630.85671070735,315.89693068519233,0.0,-5.378673948273424,14.606966672699638,-19.98564062097306
124.1,baseline,no_fallow,106643.86120154843,106621.04063075176,315.43449764833383,0.0,-5.378673948273424,14.60562200421257,-19.984295952485994
125.925,baseline,no_fallow,106636.00691992238,106611.22455079615,314.9720646114754,0.0,-5.378673948273424,14.604277335725502,-19.982951283998926
127.75,baseline,no_fallow,106629.20845287597,106602.56136412804,314.4272734796371,0.0,-4.64768094407563,14.60309059782576,-19.25077154190139
129.575,baseline,no_fallow,106622.57589954922,106594.07934640511,313.86954036144493,0.0,-4.64768094407563,14.601928677589743,-19.249609621665375
131.4,baseline,no_fallow,106616.44108957774,106586.09206352476,313.3205739043716,0.0,-3.961490494581868,14.600834529249969,-18.562325023831836
133.225,baseline,no_fallow,106611.068449119,106578.86234337215,312.78503139713666,0.0,-3.961490494581868,14.599844156626324,-18.561334651208192
135.05,baseline,no_fallow,106605.69580866028,106571.63262321954,312.2494888899017,0.0,-3.961490494581868,14.59885378400268,-18.560344278584548
136.875,baseline,no_fallow,106601.49268432814,106565.62138342865,311.6845180804723,0.0,-3.2404171846377987,14.598030326497076,-17.838447511134873
138.7,baseline,no_fallow,106597.38312128614,106559.70762206668,311.11719300686735,0.0,-3.2404171846377987,14.597220222200917,-17.837637406838716
140.525,baseline,no_fallow,106593.81918983888,106554.37110224098,310.5266547024104,0.0,-2.5479837979244806,14.596489192087807,-17.14447299001229
142.35,baseline,no_fallow,106590.90411758538,106549.72103180976,309.90851147477815,0.0,-2.5479837979244806,14.595852196138326,-17.143835994062805
144.175,baseline,no_fallow,106587.98904533188,106545.07096137856,309.2903682471459,0.0,-2.5479837979244806,14.595215200188845,-17.143198998113327
146.0,baseline,no_fallow,106586.28816709032,106541.55592579891,308.759148713051,0.0,-1.918272681644205,14.594733688465606,-16.51300637010981
147.825,baseline,no_fallow,106584.60246627391,106538.05507815491,308.22901572512524,0.0,-1.918272681644205,14.594254120295195,-16.5125268019394
149.65,baseline,no_fallow,106583.53637534437,106535.19497204143,307.6949741014055,0.0,-1.241168128851559,14.593862324937184,-15.835030453788743
151.475,baseline,no_fallow,106583.04563645263,106532.92984020627,307.1573030301627,0.0,-1.241168128851559,14.59355203290497,-15.834720161756529
153.3,baseline,no_fallow,106582.61836021759,106530.74150780772,306.61114547553154,0.0,-0.3890099966131092,14.593252261343524,-14.982262257956634
155.125,baseline,no_fallow,106583.41274012384,106530.0315645639,305.9016231156733,0.0,-0.3890099966131092,14.593155008844372,-14.982165005457482
156.95,baseline,no_fallow,106584.20712003009,106529.32162132008,305.1921007558151,0.0,-0.3890099966131092,14.593057756345218,-14.982067752958327
158.775,baseline,no_fallow,106585.61011673097,106529.13136248055,304.57007174363804,0.0,0.10174414791435483,14.593031693490488,-14.491287545576133
160.6,baseline,no_fallow,106587.45338941093,106529.31704555049,304.0113357914856,0.0,0.10174414791435483,14.593057129527466,-14.491312981613111
162.425,baseline,no_fallow,106589.40574854914,106529.61412744437,303.4546439720303,0.0,0.6511082110991886,14.593097825677312,-13.941989614578123
164.25,baseline,no_fallow,106592.23079935303,106530.80239992961,302.9143052141518,0.0,0.6511082110991886,14.593260602730085,-13.942152391630897
166.075,baseline,no_fallow,106595.05585015692,106531.99067241488,302.37396645627325,0.0,0.6511082110991886,14.59342337978286,-13.942315168683672
167.9,baseline,no_fallow,106598.6418319763,106534.19135725117,301.6615388903583,0.0,1.515232557090795,14.593724843459066,-13.07849228636827
169.725,baseline,no_fallow,106602.65217916969,106536.95665666787,300.85313871996146,0.0,1.515232557090795,14.59410365159834,-13.078871094507544
171.55,baseline,no_fallow,106606.79811069024,106539.81846505335,300.08466521751143,0.0,1.8211905403652333,14.594495680144297,-12.773305139779064
173.375,baseline,no_fallow,106611.5929100622,106543.14213778952,299.5072693402352,0.0,1.8211905403652333,14.594950977779387,-12.773760437414154
175.2,baseline,no_fallow,106616.38770943417,106546.46581052568,298.929873462959,0.0,1.8211905403652333,14.59540627541448,-12.774215735049246
177.025,baseline,no_fallow,106621.80378004085,106550.67179894536,298.14746707817346,0.0,2.5082135671740513,14.595982438211696,-12.087768871037644
178.85,baseline,no_fallow,106627.48143853582,106555.24928870545,297.27874047969976,0.0,2.5082135671740513,14.59660949160349,-12.088395924429438
180.675,baseline,no_fallow,106633.34982303125,106559.95718605345,296.48361086076756,0.0,2.81284268383544,14.59725440904842,-11.78441172521298
182.5,baseline,no_fallow,106639.84057658078,106565.09062395144,295.92863980665504,0.0,2.81284268383544,14.597957619719377,-11.785114935883938
184.325,baseline,no_fallow,106646.3313301303,106570.22406184944,295.3736687525425,0.0,2.81284268383544,14.598660830390337,-11.785818146554897
186.15,baseline,no_fallow,106653.3055543622,106575.88418222938,294.8313353897035,0.0,3.1898756580823546,14.599436189346491,-11.409560531264137
187.975,baseline,no_fallow,106660.42793896451,106581.70570530537,294.2928748677387,0.0,3.1898756580823546,14.600233658261011,-11.410358000178658
189.8,baseline,no_fallow,106667.78742807043,106587.90142777633,293.63497242811366,0.0,3.8818882378142314,14.601082387366622,-10.71919414955239
191.625,baseline,no_fallow,106675.71004037242,106594.98587381035,292.6933954340458,0.0,3.8818882378142314,14.602052859426077,-10.720164621611847
193.45,baseline,no_fallow,106683.63265267441,106602.07031984435,291.7518184399779,0.0,3.8818882378142314,14.60302333148553,-10.721135093671297
195.275,baseline,no_fallow,106691.96848787268,106609.34102694807,291.12517555448335,0.0,4.0052752477951135,14.604019318760011,-10.598744070964898
197.1,baseline,no_fallow,106700.39066815376,106616.65065427529,290.5643397961534,0.0,4.0052752477951135,14.60502063757196,-10.599745389776846
198.925,baseline,no_fallow,106708.96002037842,106624.11760281939,290.02577154964126,0.0,4.2460502797564645,14.606043507235535,-10.35999322747907
200.75,baseline,no_fallow,106717.79326712254,106631.86664457995,289.52713125535445,0.0,4.2460502797564645,14.607105019805473,-10.36105474004901
202.575,baseline,no_fallow,106726.62651386668,106639.6156863405,289.0284909610676,0.0,4.2460502797564645,14.608166532375414,-10.36211625261895
204.4,baseline,no_fallow,106736.12117053478,106648.4592459944,288.09014449432965,0.0,4.92075309072025,14.609377978903344,-9.688624888183094
206.225,baseline,no_fallow,106745.69850344337,106657.43962038496,287.0968347560353,0.0,4.92075309072025,14.610608167176023,-9.689855076455773
208.05,baseline,no_fallow,106755.36778940565,106666.39177192755,286.3183996120334,0.0,4.883911016813876,14.611834489305146,-9.72792347249127
209.875,baseline,no_fallow,106765.16418694214,106675.30490953324,285.8369969954357,0.0,4.883911016813876,14.61305546705935,-9.729144450245474
211.7,baseline,no_fallow,106774.96058447863,106684.21804713893,285.355594378838,0.0,4.883911016813876,14.614276444813553,-9.730365427999677
213.525,baseline,no_fallow,106785.19830109262,106693.95717001028,284.3663601147422,0.0,5.360017094163702,14.615610571234287,-9.255593477070585
215.35,baseline,no_fallow,106795.45894337297,106703.73920120714,283.3507449858413,0.0,5.360017094163702,14.616950575507829,-9.256933481344127
217.175,baseline,no_fallow,106805.84792455786,106713.55801368038,282.60039615313997,0.0,5.401875659498087,14.618295618312382,-9.216419958814296
219.0,baseline,no_fallow,106816.37511687071,106723.41643675895,282.1357187163459,0.0,5.401875659498087,14.619646087227256,-9.21777042772917
220.825,baseline,no_fallow,106826.90423608269,106733.27818620029,281.6709926415081,0.0,5.549511485462854,14.62099701180826,-9.071485526345406
222.65,baseline,no_fallow,106837.58750722518,106743.40604466126,281.20237552317354,0.0,5.549511485462854,14.622384389679626,-9.072872904216773
224.475,baseline,no_fallow,106848.27077836767,106753.53390312222,280.73375840483897,0.0,5.549511485462854,14.623771767550991,-9.074260282088137
226.3,baseline,no_fallow,106859.14214605499,106764.00696173312,279.96220563041567,0.0,5.897720852131353,14.625206433114128,-8.727485580982776
228.125,baseline,no_fallow,106870.17168583679,106774.77030228825,278.9359115088269,0.0,5.897720852131353,14.62668086332716,-8.728960011195806
229.95,baseline,no_fallow,106881.20269190439,106785.52942273502,277.9548131651756,0.0,5.866503612128238,14.628154715443156,-8.761651103314918
231.775,baseline,no_fallow,106892.25202654439,106796.23579182716,277.5386620457427,0.0,5.866503612128238,14.629621341346189,-8.763117729217951
233.6,baseline,no_fallow,106903.30136118439,106806.9421609193,277.12251092630976,0.0,5.866503612128238,14.63108796724922,-8.764584355120983
235.425,baseline,no_fallow,106914.35980531547,106817.73539518211,276.72106876191515,0.0,5.945184952090767,14.632566492490703,-8.687381540399937
237.25,baseline,no_fallow,106925.42419850195,106828.58535771968,276.32923244570884,0.0,5.945184952090767,14.634052788728726,-8.688867836637957
239.075,baseline,no_fallow,106936.51831539306,106839.48679480598,275.8536872319378,0.0,6.15287802542654,14.635546136274794,-8.482668110848254
240.9,baseline,no_fallow,106947.80158313188,106850.71579720239,274.84544903366344,0.0,6.15287802542654,14.63708435578115,-8.48420633035461
242.725,baseline,no_fallow,106959.0848508707,106861.94479959879,273.8372108353891,0.0,6.15287802542654,14.638622575287506,-8.485744549860966
244.55,baseline,no_fallow,106970.29828073873,106873.17194288256,273.31656255783247,0.0,6.151349987643197,14.6401605401209,-8.488810552477704
246.375,baseline,no_fallow,106981.47679167138,106884.39815661,273.03970924063464,0.0,6.151349987643197,14.641698377617809,-8.490348389974612
248.2,baseline,no_fallow,106992.63867424948,106895.636460319,272.74769064342746,0.0,6.184887265216605,14.643237871276577,-8.458350606059973
250.025,baseline,no_fallow,107003.73300413726,106906.92387957801,272.39406309618244,0.0,6.184887265216605,14.64478409309288,-8.459896827876275
251.85,baseline,no_fallow,107014.82733402505,106918.21129883704,272.0404355489374,0.0,6.184887265216605,14.646330314909184,-8.46144304969258
253.675,baseline,no_fallow,107025.87615008415,106929.43699511777,271.24828755885886,0.0,6.1384553056927045,14.647868081522983,-8.509412775830278
255.5,baseline,no_fallow,107036.90799488511,106940.63967605065,270.29262347145254,0.0,6.1384553056927045,14.649402695349405,-8.5109473896567
257.325,baseline,no_fallow,107047.87884877465,106951.84970832978,269.50478466015136,0.0,6.153992397553992,14.650938316209562,-8.49694591865557
259.15,baseline,no_fallow,107058.67544291726,106963.08074445532,269.196446637722,0.0,6.153992397553992,14.65247681430895,-8.498484416754957
260.975,baseline,no_fallow,107069.47203705988,106974.31178058086,268.88810861529254,0.0,6.153992397553992,14.654015312408339,-8.500022914854346
262.8,baseline,no_fallow,107080.0968161539,106985.56401463758,268.7481565159382,0.0,6.168693017645546,14.655556714333917,-8.48686369668837
264.625,baseline,no_fallow,107090.67595687567,106996.82187939479,268.6529319274007,0.0,6.168693017645546,14.65709888758833,-8.488405869942785
266.45,baseline,no_fallow,107101.16893774348,107008.01786975257,268.49496430668177,0.0,6.063069701463309,14.658632584897614,-8.595562883434305
268.275,baseline,no_fallow,107111.47965738182,107019.08297195775,268.20427104096365,0.0,6.063069701463309,14.660148352322981,-8.597078650859672
270.1,baseline,no_fallow,107121.79037702015,107030.14807416292,267.9135777752455,0.0,6.063069701463309,14.661664119748346,-8.598594418285037
271.925,baseline,no_fallow,107131.7531081451,107041.04825459483,267.7567412606695,0.0,5.956985416105218,14.66315729514998,-8.70617187904476
273.75,baseline,no_fallow,107141.65531952861,107051.91975297921,267.6231841810747,0.0,5.956985416105218,14.664646541504004,-8.707661125398786
275.575,baseline,no_fallow,107151.41228055059,107062.71615799249,267.5068829780977,0.0,5.849472149441089,14.666125501094863,-8.816653351653773
277.4,baseline,no_fallow,107160.93496679592,107073.39144466522,267.4184138341816,0.0,5.849472149441089,14.667587869132223,-8.818115719691134
279.225,baseline,no_fallow,107170.45765304125,107084.06673133794,267.3299446902655,0.0,5.849472149441089,14.669050237169582,-8.819578087728493
281.05,baseline,no_fallow,107179.57355383654,107094.43744067643,267.1970764377437,0.0,5.666793407682899,14.670470882284445,-9.003677474601545
282.875,baseline,no_fallow,107188.6509749271,107104.77933864544,267.060008269543,0.0,5.666793407682899,14.671887580636364,-9.005094172953465
284.7,baseline,no_fallow,107197.47955093227,107115.03029247692,267.0442956070722,0.0,5.5546704983816175,14.67329182088725,-9.118621322505632
286.525,baseline,no_fallow,107205.99707058066,107125.16756613647,267.18027732676364,0.0,5.5546704983816175,14.674680488511846,-9.120009990130228
288.35,baseline,no_fallow,107214.51459022905,107135.30483979601,267.3162590464551,0.0,5.5546704983816175,14.67606915613644,-9.121398657754824
290.175,baseline,no_fallow,107222.57519184411,107145.01475358964,267.3038451326449,0.0,5.314572359731476,14.677399281313651,-9.362826921582176
292.0,baseline,no_fallow,107230.62422591403,107154.71384814614,267.2876743673536,0.0,5.314572359731476,14.678727924403583,-9.364155564672107
293.825,baseline,no_fallow,107238.31745977276,107164.13239922054,267.2940714678245,0.0,5.010876776021262,14.680018136879529,-9.669141360858266
295.65,baseline,no_fallow,107245.66357147429,107173.27724933678,267.32248599830746,0.0,5.010876776021262,14.681270856073533,-9.670394080052272
297.475,baseline,no_fallow,107252.98297617736,107182.42130551848,267.37123500479396,0.0,4.999130895099843,14.682523466509382,-9.683392571409538
299.3,baseline,no_fallow,107259.60799892066,107191.54471940204,267.9486803873731,0.0,4.999130895099843,14.683773249233157,-9.684642354133313
301.125,baseline,no_fallow,107266.23302166398,107200.6681332856,268.5261257699522,0.0,4.999130895099843,14.685023031956932,-9.685892136857088
302.95,baseline,no_fallow,107272.50396175172,107209.26695193166,268.8653377051517,0.0,4.492969915513319,14.686200952319407,-10.193231036806088
304.775,baseline,no_fallow,107278.50549112326,107217.46662202748,269.0232850608233,0.0,4.492969915513319,14.687324194798286,-10.194354279284967
306.6,baseline,no_fallow,107284.42172892386,107225.69617043789,269.27216087685656,0.0,4.6587331677409,14.688451530196973,-10.029718362456073
308.425,baseline,no_fallow,107289.55968113946,107234.19835846902,270.35075889369006,0.0,4.6587331677409,14.689616213488907,-10.030883045748007
310.25,baseline,no_fallow,107294.69763335507,107242.70054650014,271.42935691052355,0.0,4.6587331677409,14.690780896780844,-10.032047729039943
312.075,baseline,no_fallow,107299.38038277118,107250.45372551685,272.18858813795543,0.0,4.006896152784956,14.6918429760982,-10.684946823313245
313.9,baseline,no_fallow,107303.79536583465,107257.76631099569,272.7599565480922,0.0,4.006896152784956,14.692844700136398,-10.685948547351442
315.725,baseline,no_fallow,107308.07684670658,107265.09543733754,273.441217580025,0.0,4.063368646111431,14.69384869004624,-10.63048004393481
317.55,baseline,no_fallow,107311.66000842265,107272.5110851167,274.6973015567369,0.0,4.063368646111431,14.694864532207768,-10.631495886096339
319.375,baseline,no_fallow,107315.24317013872,107279.92673289584,275.95338553344874,0.0,4.063368646111431,14.695880374369295,-10.632511728257864
321.2,baseline,no_fallow,107318.23597273762,107286.62006302478,277.0770851621101,0.0,3.4908859683470586,14.696797268907506,-11.205911300560448
323.025,baseline,no_fallow,107320.96522215918,107292.99092991701,278.14168463539175,0.0,3.4908859683470586,14.697669990399593,-11.206784022052535
324.85,baseline,no_fallow,107323.54004247024,107299.41958104749,279.3682926380535,0.0,3.6333676516767297,14.698550627540754,-11.065182975864024
326.675,baseline,no_fallow,107325.57436089442,107306.0504770118,281.1619304935453,0.0,3.6333676516767297,14.699458969453673,-11.066091317776943
328.5,baseline,no_fallow,107327.60867931861,107312.6813729761,282.9555683490371,0.0,3.6333676516767297,14.700367311366591,-11.066999659689861
330.325,baseline,no_fallow,107329.08803282569,107318.77938412422,284.8066350597164,0.0,3.2456409944879967,14.701202655359484,-11.455561660871489
332.15,baseline,no_fallow,107330.38543062223,107324.70267893917,286.6765309032442,0.0,3.2456409944879967,14.702014065608108,-11.456373071120112
333.975,baseline,no_fallow,107331.504152689,107330.36571899703,288.5137418503124,0.0,2.743422166038101,14.702789824520142,-11.95936765848204
335.8,baseline,no_fallow,107332.17230117627,107335.37246445003,290.26853001500405,0.0,2.743422166038101,14.70347568006165,-11.96005351402355
337.625,baseline,no_fallow,107332.84044966355,107340.37920990305,292.0233181796957,0.0,2.743422166038101,14.70416153560316,-11.960739369565058
339.45,baseline,no_fallow,107333.02189347768,107344.72899466465,293.7942132000732,0.0,2.3016304183818987,14.704757396529406,-12.403126978147506
341.275,baseline,no_fallow,107333.09272259337,107348.9294701782,295.56876886947026,0.0,2.3016304183818987,14.705332804134002,-12.403702385752103
343.1,baseline,no_fallow,107332.95226069042,107352.86675713291,297.40556907029486,0.0,1.8844430746312857,14.70587215851136,-12.821429083880075
344.925,baseline,no_fallow,107332.41185507362,107356.30586574411,299.3601892770357,0.0,1.8844430746312857,14.706343269280017,-12.821900194648732
346.75,baseline,no_fallow,107331.87144945681,107359.74497435532,301.31480948377657,0.0,1.8844430746312857,14.706814380048675,-12.82237130541739
348.575,baseline,no_fallow,107330.86811421443,107362.18371699586,303.10759745718843,0.0,1.2590937123007178,14.707148454382997,-13.44805474208228
350.4,baseline,no_fallow,107329.79957761633,107364.4815630208,304.8775921583004,0.0,1.2590937123007178,14.70746322781107,-13.448369515510352
352.225,baseline,no_fallow,107328.54351668643,107366.09848347801,306.24463323334896,0.0,0.3432785028820592,14.707684723764112,-14.364406220882053
354.05,baseline,no_fallow,107327.01469309207,107366.72496674577,307.02555994321415,0.0,0.3432785028820592,14.707770543389833,-14.364492040507773
355.875,baseline,no_fallow,107325.48586949772,107367.35145001352,307.8064866530794,0.0,0.3432785028820592,14.707856363015553,-14.364577860133494
357.7,baseline,no_fallow,107323.3860533659,107367.41482919983,309.0217608952868,0.0,0.014428967206893562,14.707865045095868,-14.693436077888975
359.525,baseline,no_fallow,107321.24867193555,107367.44116206498,310.26561063304297,0.0,0.014428967206893562,14.70786865233767,-14.693439685130777
361.35,baseline,no_fallow,107318.74803827802,107366.99994710511,311.7820987654321,0.0,-0.5316614989365114,14.707808211932209,-15.23946971086872
363.175,baseline,no_fallow,107315.83635604758,107366.02966486955,313.60709876543206,0.0,-0.5316614989365114,14.707675296557474,-15.239336795493985
0.0,medium_risk,optimal_fallow,89172.32486026039,89134.02886326965,355.9876543209876,0.0,7.678210621801834,12.210140940173925,-4.531930318372091
1.825,medium_risk,optimal_fallow,89186.02298263421,89148.04159765443,354.1626543209876,0.0,7.678210621801834,12.212060492829377,-4.5338498710275426
3.65,medium_risk,optimal_fallow,89199.72110500804,89162.05433203922,352.3376543209876,0.0,7.678210621801834,12.213980045484826,-4.535769423682992
5.475,medium_risk,optimal_fallow,89212.85406446939,89175.65345030861,350.5126543209876,0.0,7.251286055422301,12.215842938398442,-4.964556882976141
